scrape_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2023-12-07 06:16:22,world,国際,1,ロイター,伊、「一帯一路」離脱　中国に正式通知　大きな恩恵なく,79,https://news.yahoo.co.jp/articles/1574c95e87933e6533cb30004daf70f703922f94,12/6(水) 23:59
2023-12-07 06:16:22,world,国際,2,ハフポスト日本版,「作って捨てるは終わり」。売れ残った服の廃棄を禁止へ。他の製品にも広がる可能性【EU】,76,https://news.yahoo.co.jp/articles/6b214f48abbf1d40be38e5b9a3dd53974a1dcb25,12/6(水) 18:31
2023-12-07 06:16:22,world,国際,3,中央日報日本語版,教え子の女子中学生に性的暴行の教師…中国、死刑宣告直後に処刑,51,https://news.yahoo.co.jp/articles/fa4aca95dafbce9bc92d9c4ca123659a1ed6044d,12/6(水) 14:43
2023-12-07 06:16:22,world,国際,4,ABEMA TIMES,233mからのバンジー直後に日本人死亡 原因は「気圧差」？,51,https://news.yahoo.co.jp/articles/a6207029e5206377c94561907b98147288ca9d3d,12/6(水) 8:01
2023-12-07 06:16:22,world,国際,5,共同通信,イタリア、一帯一路から離脱通知　中国痛手、G7で唯一参画,44,https://news.yahoo.co.jp/articles/25ff001c6e8822bd8e57f22aee0e0b889e7cf19b,12/6(水) 21:32
2023-12-07 06:16:22,world,国際,6,時事通信,子供の5人に1人が貧困　先進40カ国で　ユニセフ,27,https://news.yahoo.co.jp/articles/16e85ad8091f7a62f07d81ad57fc7b4aaf0bd4b8,12/6(水) 14:42
2023-12-07 06:16:22,world,国際,7,KOREA WAVE,韓国・犬肉規制なら「大統領執務室付近に食用犬200万匹放つ」…業者が反対集会で強硬姿勢,20,https://news.yahoo.co.jp/articles/b5c8065819e517860458631c452de0012532a8c2,12/7(木) 5:03
2023-12-07 06:16:22,world,国際,8,BBC News,ゼレンスキー氏、米議会とのテレビ会議を直前キャンセル　支援滞るなか,19,https://news.yahoo.co.jp/articles/4a878a6a8f33f396bfe8a32a1e93ab880d4803cb,12/6(水) 15:06
2023-12-07 06:16:22,world,国際,9,共同通信,イタリア、一帯一路離脱を中国に通知と報道,17,https://news.yahoo.co.jp/articles/bc3dd233bca2edba02cad8ece0f9973fd56ecda8,12/6(水) 21:07
2023-12-07 06:16:22,world,国際,10,毎日新聞,イスラエルとハマスの戦闘、7日で2カ月　ガザでは1万6000人死亡,16,https://news.yahoo.co.jp/articles/7771f8f8c7fee4af309f11340c8be196feeabdbf,12/6(水) 19:24
2023-12-07 06:16:22,world,国際,11,テレビ朝日系（ANN）,米バイデン大統領 ウクライナ支援予算を議会に訴え 「プーチンを勝たせてはいけない」,13,https://news.yahoo.co.jp/articles/6a871e9fa6aa02587324453121e056d4bf4fc0fe,12/7(木) 4:13
2023-12-07 06:16:22,world,国際,12,ロイター,ハマス、イスラエル奇襲時に女性暴行し体を切断＝バイデン大統領,12,https://news.yahoo.co.jp/articles/e934ff8a909d697d2514daaaac37f0512374eb4f,12/6(水) 7:45
2023-12-07 06:16:22,world,国際,13,読売新聞オンライン,イタリア、中国の「一帯一路」構想から離脱へ…経済的恩恵乏しくメローニ政権が検討,11,https://news.yahoo.co.jp/articles/1d6310aac043c9ed66999b71d5673455aa6cb5cd,12/6(水) 22:11
2023-12-07 06:16:22,world,国際,14,読売新聞オンライン,ロシア軍にアジアやアフリカ諸国から傭兵、国籍や報酬求めたか…少なくとも２５４人死亡,10,https://news.yahoo.co.jp/articles/db3b3f4940a99b9f27cf2acf6eb7a70ba51ba6f1,12/6(水) 21:26
2023-12-07 06:16:22,world,国際,15,CNN.co.jp,イスラエル軍が民間人の死者を割合で表現　国連は「悪趣味」と一蹴,10,https://news.yahoo.co.jp/articles/4f9aeac6423c9be049547ea28c2860bf91784fe0,12/6(水) 16:16
2023-12-07 06:16:22,world,国際,16,テレビ朝日系（ANN）,イスラエル首相「ハマス首謀者の自宅を包囲した」総力を挙げ追っていた「最重要人物」,9,https://news.yahoo.co.jp/articles/e4bedcbafbd001110c09d9bdff1ba9cca2ff7356,12/7(木) 5:12
2023-12-07 06:16:22,world,国際,17,共同通信,フジモリ元大統領の釈放命令　ペルー憲法裁、高齢理由,9,https://news.yahoo.co.jp/articles/5c58d9199a5017a29e83c87bf184e84fca9c3dc0,12/6(水) 6:32
2023-12-07 06:16:22,world,国際,18,テレビ朝日系（ANN）,米政府　イスラエル入植者へのビザ制限発表　パレスチナ人への暴力「容認できない」,9,https://news.yahoo.co.jp/articles/1e13c42bdd22782e86d1288a3d1466ee0fcf02d7,12/6(水) 8:17
2023-12-07 06:16:22,world,国際,19,ロイター,中国で若者層に広がる金現物購入、将来不安で数少ない「安全資産」,9,https://news.yahoo.co.jp/articles/2c1fac1f75c5e6f30e841c2a9f87e6bf5d32fc0a,12/6(水) 12:39
2023-12-07 06:16:22,world,国際,20,中央日報日本語版,動物園から脱走したカンガルーの逃走劇…警察に「強烈パンチ」食らわす＝カナダ,9,https://news.yahoo.co.jp/articles/34b38e760b1d159b0a59e4078773cb7eebdc7c86,12/6(水) 9:52
2023-12-07 06:16:22,world,国際,21,時事通信,プーチン氏、UAEとサウジ訪問　パレスチナ「停戦」訴え,9,https://news.yahoo.co.jp/articles/b54f0383574c63603ae2c96e8e50036f75d80999,12/6(水) 22:02
2023-12-07 06:16:22,world,国際,22,共同通信,中国入りは「賭けで恐怖だった」　周庭氏、カナダで心境,9,https://news.yahoo.co.jp/articles/d027ac9ff3e442ab8ee154c7a225da69ac862d1c,12/6(水) 18:43
2023-12-07 06:16:22,world,国際,23,FNNプライムオンライン（フジテレビ系）,イスラエル軍 24時間で空爆250回　ガザ地区 激しい戦闘続く,9,https://news.yahoo.co.jp/articles/413ddcd40bf37202d5474e21f053070a69374fa6,12/6(水) 23:54
